书名,作者,URL
边缘,格非,https://book.douban.com/subject/34841770/
高山下的花环,李存葆,https://book.douban.com/subject/4090356/
豆汁记,叶广芩,https://book.douban.com/subject/3395241/
过往红尘,平儿,https://book.douban.com/subject/1968293/
无雨之城,铁凝,https://book.douban.com/subject/1973696/
高山下的花环,李存葆,https://book.douban.com/subject/2159124/
床畔,[美]严歌苓,https://book.douban.com/subject/26359462/
流言,无,https://book.douban.com/subject/2038188/
乳房,[美]菲利普·罗斯,https://book.douban.com/subject/30258608/
君心莫测 上,春天不开花,https://book.douban.com/subject/26427294/
白鹿原,陈忠实,https://book.douban.com/subject/27028231/
游园惊梦,白先勇,https://book.douban.com/subject/1053914/
上海往事,毕飞宇,https://book.douban.com/subject/3546866/
首都,[奥]罗伯特·梅纳瑟,https://book.douban.com/subject/30457529/
鬼作家,[美]菲利普·罗斯,https://book.douban.com/subject/30261422/
奶奶的星星,史铁生,https://book.douban.com/subject/6798697/
问题与方法,洪子诚,https://book.douban.com/subject/27119915/
师傅越来越幽默,莫言,https://book.douban.com/subject/20257857/
凤凰琴,刘醒龙,https://book.douban.com/subject/1822767/
人到中年,谌容,https://book.douban.com/subject/4032979/
白雪乌鸦,迟子建,https://book.douban.com/subject/25814363/
舒辉波生命教育童话,无,https://book.douban.com/subject/34867644/
去圣伯多禄的路上,吴文君,https://book.douban.com/subject/30306493/
向日葵,苏童,https://book.douban.com/subject/1042863/
海上花列传,韩邦庆,https://book.douban.com/subject/3060383/
相爱的日子,毕飞宇,https://book.douban.com/subject/6743285/
无字（全3册）,张洁,https://book.douban.com/subject/1713334/
中國現代小說史,夏志清,https://book.douban.com/subject/1367802/
风雅颂,阎连科,https://book.douban.com/subject/3110731/
青衣,毕飞宇,https://book.douban.com/subject/3290807/
革命之路,[美]理查德·耶茨,https://book.douban.com/subject/34461224/
天堂蒜薹之歌,莫言,https://book.douban.com/subject/19977690/
哺乳期的女人,毕飞宇,https://book.douban.com/subject/3550069/
当代中国文学的艺术问题,洪子诚,https://book.douban.com/subject/4187236/
左手的掌纹,余光中,https://book.douban.com/subject/1026884/
朱雀,葛亮,https://book.douban.com/subject/26821460/
永失我爱,王朔,https://book.douban.com/subject/1143696/
哦，香雪,铁凝,https://book.douban.com/subject/2996046/
处男葛不垒,徐皓峰,https://book.douban.com/subject/26994863/
余震,张翎,https://book.douban.com/subject/4917225/
小城之恋,王安忆,https://book.douban.com/subject/1080828/
沉香,张爱玲,https://book.douban.com/subject/1424736/
玫瑰门,铁凝,https://book.douban.com/subject/1973698/
在细雨中呼喊,余华,https://book.douban.com/subject/1009393/
英格力士,王刚,https://book.douban.com/subject/1033922/
血色子午线,[美]科马克·麦卡锡,https://book.douban.com/subject/30262584/
迷舟,格非,https://book.douban.com/subject/2237618/
你别无选择,刘索拉,https://book.douban.com/subject/1959087/
烬余录,张爱玲,https://book.douban.com/subject/1459942/
赴宴者,[美]严歌苓,https://book.douban.com/subject/4117261/
旋風,姜貴,https://book.douban.com/subject/1334641/
苏童精选集,苏童,https://book.douban.com/subject/26652988/
灵与肉,张贤亮,https://book.douban.com/subject/1921338/
我想要的一天,蔡东,https://book.douban.com/subject/26652672/
少女小渔,[美]严歌苓,https://book.douban.com/subject/3026876/
素女经,冯唐,https://book.douban.com/subject/25902105/
新世纪第一个十年小说研究,邵燕君,https://book.douban.com/subject/26742681/
我循着火光而来,张悦然,https://book.douban.com/subject/27124852/
红尘,霍达,https://book.douban.com/subject/30142891/
路遥传,厚夫,https://book.douban.com/subject/26282478/
一个南方的生活样本,康赫,https://book.douban.com/subject/30239195/
北去来辞,林白,https://book.douban.com/subject/21359062/
小鲍庄,王安忆,https://book.douban.com/subject/4032980/
北方的河,张承志,https://book.douban.com/subject/4032977/
太古和其他的時間,奥尔嘉·朵卡萩OlgaTokarczuk,https://book.douban.com/subject/1362384/
大浴女,铁凝,https://book.douban.com/subject/1017172/
西藏，系在皮绳结上的魂,扎西达娃,https://book.douban.com/subject/3605809/
連環記 金印記,[明]王濟,https://book.douban.com/subject/5243330/
棋王·树王·孩子王,阿城,https://book.douban.com/subject/26739966/
结婚十年,苏青,https://book.douban.com/subject/3988842/
孽海花,曾朴,https://book.douban.com/subject/3052828/
无出路咖啡馆,[美]严歌苓,https://book.douban.com/subject/3160327/
顾城哲思录,顾城,https://book.douban.com/subject/10877051/
空山,阿来,https://book.douban.com/subject/1292354/
河岸,苏童,https://book.douban.com/subject/22676686/
万物生长,冯唐,https://book.douban.com/subject/26264779/
欲望的旗帜,格非,https://book.douban.com/subject/34841771/
圓舞,[加拿大]亦舒,https://book.douban.com/subject/1361258/
烦恼人生,池莉,https://book.douban.com/subject/2237535/
鬼魅丹青,迟子建,https://book.douban.com/subject/4260927/
冈底斯的诱惑,马原,https://book.douban.com/subject/2237561/
少帥,張愛玲,https://book.douban.com/subject/25962253/
落地的麦子不死,[美]王德威,https://book.douban.com/subject/1020022/
多少恨,张爱玲,https://book.douban.com/subject/4063165/
张爱玲,牧来,https://book.douban.com/subject/26606232/
私人生活,陈染,https://book.douban.com/subject/1064566/
温故一九四二,刘震云,https://book.douban.com/subject/26879918/
无处安放,许子东,https://book.douban.com/subject/33478455/
中国当代文学史教程,陈思和,https://book.douban.com/subject/1262965/
候鸟的勇敢,迟子建,https://book.douban.com/subject/30162407/
红处方,毕淑敏,https://book.douban.com/subject/1069754/
张看（上下）,张爱玲,https://book.douban.com/subject/1033843/
中国当代新诗史,洪子诚，刘登翰,https://book.douban.com/subject/1314959/
走夜路请放声歌唱,李娟,https://book.douban.com/subject/6844469/
尘埃落定,阿来,https://book.douban.com/subject/25931492/
盛妆·张爱玲,陶舒天陶方宣,https://book.douban.com/subject/25812145/
张爱玲小说：留情,无,https://book.douban.com/subject/1038516/
到黑夜想你没办法,曹乃谦,https://book.douban.com/subject/2071207/
作家姿态与自我意识,洪子诚,https://book.douban.com/subject/4187235/
花腔,李洱,https://book.douban.com/subject/30264402/
流言,张爱玲,https://book.douban.com/subject/3733081/
对照记,张爱玲,https://book.douban.com/subject/2027002/
正红旗下,老舍,https://book.douban.com/subject/26761399/
平乐镇伤心故事集,颜歌,https://book.douban.com/subject/26384375/
春尽江南,格非,https://book.douban.com/subject/6780861/
张爱玲散文,张爱玲,https://book.douban.com/subject/1203293/
重访边城,张爱玲,https://book.douban.com/subject/3733074/
細讀張愛玲,許子東,https://book.douban.com/subject/30430281/
易经,张爱玲,https://book.douban.com/subject/6041631/
平原,毕飞宇,https://book.douban.com/subject/1437160/
活动变人形,王蒙,https://book.douban.com/subject/1052127/
毛泽东文艺生涯,陈晋,https://book.douban.com/subject/30256551/
正午时踏进光焰,郭爽,https://book.douban.com/subject/30346621/
篡改的命,东西,https://book.douban.com/subject/26586469/
张爱玲•郁达夫•香港文学,[香港]许子东,https://book.douban.com/subject/7062628/
中国当代文学主潮（第二版）,陈晓明,https://book.douban.com/subject/25750754/
野蛮生长,盛可以,https://book.douban.com/subject/26307908/
丰乳肥臀,莫言,https://book.douban.com/subject/4214006/
黄鸡白酒,迟子建,https://book.douban.com/subject/20499688/
起舞,迟子建,https://book.douban.com/subject/3075270/
谁家有女初长成,[美]严歌苓,https://book.douban.com/subject/3222662/
九州·缥缈录Ⅲ,江南,https://book.douban.com/subject/26405970/
中国当代文学史写真,吴秀明主编,https://book.douban.com/subject/4262957/
文学史写作中的现代性问题,李杨,https://book.douban.com/subject/30362657/
1980年代的爱情,野夫,https://book.douban.com/subject/25696089/
玉观音,海岩,https://book.douban.com/subject/1313796/
风语,麦家,https://book.douban.com/subject/4918257/
中国现代小说、散文、诗歌名家名作原版库,张爱玲,https://book.douban.com/subject/2221597/
星辰书,蔡东,https://book.douban.com/subject/34789527/
池莉自选集,池莉,https://book.douban.com/subject/30275937/
Rose rouge et rose blanche,EileenChang,https://book.douban.com/subject/2155775/
傾城之戀,張愛玲,https://book.douban.com/subject/34952025/
海外缤纷录,陈辟邪,https://book.douban.com/subject/2158517/
夜谭续记,马识途,https://book.douban.com/subject/33388938/
夫妻的房间,[法]埃里克·莱因哈特,https://book.douban.com/subject/30435886/
批评与想象,宋明炜,https://book.douban.com/subject/24827168/
商禽诗全集,商禽,https://book.douban.com/subject/34868504/
文字的再生,刘绍铭,https://book.douban.com/subject/2158894/
张爱玲：我一直在这里，等风，也等你,黄晨晨,https://book.douban.com/subject/30356769/
福翩翩,迟子建,https://book.douban.com/subject/2369927/
张爱玲小说集（共5卷）,张爱玲,https://book.douban.com/subject/11520927/
女妖,[日]江户川乱步,https://book.douban.com/subject/35061157/
繁花,金宇澄,https://book.douban.com/subject/27102433/
材料与注释,洪子诚,https://book.douban.com/subject/26774737/
中国当代文学概说,洪子诚,https://book.douban.com/subject/4187237/
六人晚餐,鲁敏,https://book.douban.com/subject/10794790/
秋,[英]阿莉·史密斯,https://book.douban.com/subject/30422622/
重返八十年代,洪子诚,https://book.douban.com/subject/4077909/
因为懂得 所以慈悲,白落梅,https://book.douban.com/subject/27039648/
读解张爱玲,万燕,https://book.douban.com/subject/1562350/
花街往事,路内,https://book.douban.com/subject/27605279/
赤地之戀,張愛玲,https://book.douban.com/subject/34986076/
张爱玲典藏全集--中短篇小说：1945年以后作品,张爱玲,https://book.douban.com/subject/1051127/
细民盛宴,张怡微,https://book.douban.com/subject/26870462/
十七岁的轻骑兵,路内,https://book.douban.com/subject/27599199/
战栗,余华,https://book.douban.com/subject/20406554/
再低微的骨头里也有江河,杨炼,https://book.douban.com/subject/33415339/
易經,張愛玲,https://book.douban.com/subject/5246826/
苔,周恺,https://book.douban.com/subject/33423373/
红高粱,莫言,https://book.douban.com/subject/2301308/
波动,北岛,https://book.douban.com/subject/26346593/
日光流年,阎连科,https://book.douban.com/subject/10484055/
透明的红萝卜,莫言,https://book.douban.com/subject/1005411/
回家之路,[美]雅阿·吉亚西,https://book.douban.com/subject/30217973/
过把瘾就死,王朔,https://book.douban.com/subject/1151878/
我是你爸爸,王朔,https://book.douban.com/subject/1151873/
彼岸花,安妮宝贝（庆山）,https://book.douban.com/subject/2233893/
生死晶黄,阎连科,https://book.douban.com/subject/25795668/
持微火者,张莉,https://book.douban.com/subject/26794048/
雌性的草地,[美]严歌苓,https://book.douban.com/subject/20428322/
扶桑,[美]严歌苓,https://book.douban.com/subject/5354957/
青木川,叶广芩,https://book.douban.com/subject/1963368/
張愛玲的文學史意義,許子東,https://book.douban.com/subject/6894127/
原来姹紫嫣红开遍,迟子建,https://book.douban.com/subject/27081061/
好儿女花,[英]虹影,https://book.douban.com/subject/4068574/
神木,刘庆邦,https://book.douban.com/subject/1029326/
张爱玲私语录,张爱玲、宋淇、宋邝文美著,https://book.douban.com/subject/30185334/
山本,贾平凹,https://book.douban.com/subject/30167202/
色·戒,张爱玲,https://book.douban.com/subject/2277035/
中国当代文学主潮,陈晓明,https://book.douban.com/subject/3766512/
色戒,夏世清,https://book.douban.com/subject/2130036/
歷史、女性與性別政治：重讀張愛玲,林幸謙,https://book.douban.com/subject/2173958/
张爱玲散文全编,张爱玲,https://book.douban.com/subject/35059712/
顾城的诗,顾城,https://book.douban.com/subject/19967515/
王安忆自选集,王安忆,https://book.douban.com/subject/27064413/
传奇,张爱玲,https://book.douban.com/subject/2261413/
张爱玲典藏全集--海上花落,张爱玲,https://book.douban.com/subject/1057263/
紅玫瑰與白玫瑰,張愛玲,https://book.douban.com/subject/34909918/
張愛玲給我的信件,夏志清,https://book.douban.com/subject/21361013/
活着之上,阎真,https://book.douban.com/subject/26280494/
天香,王安忆,https://book.douban.com/subject/5975571/
我会像青草一样呼吸,顾城,https://book.douban.com/subject/6534894/
定是红楼梦里人,周汝昌,https://book.douban.com/subject/1312540/
酒徒,刘以鬯,https://book.douban.com/subject/6127284/
五香街,残雪,https://book.douban.com/subject/6720698/
受活,阎连科,https://book.douban.com/subject/10484056/
革命时期的爱情,王小波,https://book.douban.com/subject/3176760/
顾城的诗 顾城的画,顾城,https://book.douban.com/subject/3544376/
玉米,毕飞宇,https://book.douban.com/subject/24696518/
青春之歌,杨沫,https://book.douban.com/subject/1078244/
穿条纹衣服的男孩,[爱尔兰]约翰·伯恩,https://book.douban.com/subject/2229229/
方方自选集,方方,https://book.douban.com/subject/3200846/
扶桑,[美]严歌苓,https://book.douban.com/subject/1079691/
七剑下天山,梁羽生,https://book.douban.com/subject/11614229/
初妆·张爱玲,陶舒天,https://book.douban.com/subject/25812144/
Love in a Fallen City,EileenChang,https://book.douban.com/subject/2368363/
张看,张爱玲,https://book.douban.com/subject/1124750/
一曲难忘,张爱玲,https://book.douban.com/subject/26603398/
1988：我想和这个世界谈谈,韩寒,https://book.douban.com/subject/24851617/
雷峰塔,張愛玲,https://book.douban.com/subject/5246812/
耶稣·孔子·披头士列侬,沙叶新,https://book.douban.com/subject/3060874/
无字,张洁,https://book.douban.com/subject/6878264/
中国当代文学制度研究,张均,https://book.douban.com/subject/6100839/
惘然记,张爱玲,https://book.douban.com/subject/1082161/
倾城之恋,张爱玲,https://book.douban.com/subject/2314073/
刺青时代,苏童,https://book.douban.com/subject/1055054/
回望张爱玲-华丽影沉,金宏达,https://book.douban.com/subject/1222758/
天使坠落在哪里,路内,https://book.douban.com/subject/25835907/
卸妆·张爱玲,陶方宣,https://book.douban.com/subject/25812146/
张爱玲全集 （全16册）,张爱玲,https://book.douban.com/subject/2053800/
郁金香,张爱玲,https://book.douban.com/subject/1951384/
国画,王跃文,https://book.douban.com/subject/11587573/
我的朋友安德烈,雙雪濤,https://book.douban.com/subject/26881768/
苍凉与世故,李欧梵,https://book.douban.com/subject/34879455/
极花,贾平凹,https://book.douban.com/subject/26717879/
張愛玲：傳奇‧性別‧系譜,千野拓政/王羽/王曉鶯/古遠清/池上貞子/朱妍紅/朱崇科/呂文翠/邵迎建/李婉薇/周英雄/河本美紀/金良守,https://book.douban.com/subject/10830089/
传奇未完,蔡登山,https://book.douban.com/subject/1159117/
河边的错误,余华,https://book.douban.com/subject/1433382/
繁华落尽，冷眼尘埃：张爱玲传,翟晓斐,https://book.douban.com/subject/26313906/
大乔小乔,张悦然,https://book.douban.com/subject/27174273/
中士还乡,阎连科,https://book.douban.com/subject/26337746/
万物有灵,贾平凹,https://book.douban.com/subject/34882254/
城的灯,李佩甫,https://book.douban.com/subject/1002400/
她从海上来,曲灵均,https://book.douban.com/subject/1069953/
小团圆的前世今生,刘锋杰编,https://book.douban.com/subject/4111196/
張愛玲學. 續篇,高全之,https://book.douban.com/subject/25844053/
沉香屑里的旧事,任茹文,https://book.douban.com/subject/1108592/
树叶裙,[澳]帕特里克·怀特,https://book.douban.com/subject/34879510/
怨女,陈巧孙编,https://book.douban.com/subject/3167404/
张爱玲：才华是女人最大的底气,安雨,https://book.douban.com/subject/35083974/
活鬼,张宇,https://book.douban.com/subject/1328443/
你是一条河,池莉,https://book.douban.com/subject/1822817/
續集,張愛玲,https://book.douban.com/subject/1367173/
红楼梦魇,张爱玲,https://book.douban.com/subject/3759814/
推拿,毕飞宇,https://book.douban.com/subject/25822519/
大象,朱岳,https://book.douban.com/subject/26721362/
苏童精选集,苏童,https://book.douban.com/subject/1734828/
海上浮世绘,黄望莉,https://book.douban.com/subject/5386728/
跑步穿过中关村,徐则臣,https://book.douban.com/subject/3012658/
张爱玲城市地图,淳子,https://book.douban.com/subject/4895145/
不存在的女儿,[美]金·爱德华兹,https://book.douban.com/subject/2214344/
第一爐香,張愛玲,https://book.douban.com/subject/1390001/
白鹿原,陈忠实,https://book.douban.com/subject/27201243/
张爱玲作品集,无,https://book.douban.com/subject/20368522/
课本里的经典作家,金波,https://book.douban.com/subject/6989813/
金波沙滩上的童话,金波,https://book.douban.com/subject/6989812/
无尽透明,马尔克·杜甘,https://book.douban.com/subject/35060246/
深淵,瘂弦,https://book.douban.com/subject/3721236/
“断裂”：世纪末的文学事故,汪继芳,https://book.douban.com/subject/1436737/
我也很少与自己来往,俞心樵,https://book.douban.com/subject/26958308/
坚硬如水,阎连科,https://book.douban.com/subject/3889680/
私语张爱玲,陈子善,https://book.douban.com/subject/1037734/
我读书少，你可别骗我,马伯庸,https://book.douban.com/subject/34854791/
基于自译语料的翻译理论研究,陈吉荣,https://book.douban.com/subject/3997836/
布罗岱克的报告,[法]菲利普·克洛代尔,https://book.douban.com/subject/26378568/
Twentieth Century Chinese Stories,Chih-tsingHsia,https://book.douban.com/subject/4281699/
那时临水照花人：最美张爱玲,李敏,https://book.douban.com/subject/25962159/
红楼梦魇,张爱玲,https://book.douban.com/subject/2137798/
心爱的树,蒋韵,https://book.douban.com/subject/3733169/
贵族才女张爱玲,萧南,https://book.douban.com/subject/1273790/
乱世才女张爱玲,阿川,https://book.douban.com/subject/1078605/
转折的时代,贺桂梅,https://book.douban.com/subject/1613668/
万箭穿心,方方,https://book.douban.com/subject/26320676/
思想中国,贺桂梅,https://book.douban.com/subject/25849295/
一个人的繁华，两个人的寂寞,王一心,https://book.douban.com/subject/26705999/
張愛玲的世界,鄭樹森（編選）,https://book.douban.com/subject/1362629/
因为懂得，所以宽容,含瑛,https://book.douban.com/subject/34434695/
李双双小传,李准,https://book.douban.com/subject/2287549/
重建我们的文学信仰,贺仲明,https://book.douban.com/subject/25849294/
三个男人,石一枫,https://book.douban.com/subject/30853664/
来自世界的消息,[美]波莱特·吉尔斯,https://book.douban.com/subject/34868007/
我们的苟且,陈希我,https://book.douban.com/subject/2231053/
公羊串门,杨争光,https://book.douban.com/subject/6978537/
中国当代文学史写真,钱谷融,https://book.douban.com/subject/1584021/
我们播种爱情,徐怀中,https://book.douban.com/subject/1223748/
抉择,张平,https://book.douban.com/subject/1260250/
粉墨,张天翼,https://book.douban.com/subject/30186126/
不死的纯文学,陈晓明,https://book.douban.com/subject/2133272/
人到中年,谌容,https://book.douban.com/subject/3070554/
張愛玲譯作選二,張愛玲,https://book.douban.com/subject/10439455/
寻找无双,王小波,https://book.douban.com/subject/27036978/
活动变人形,王蒙,https://book.douban.com/subject/3796270/
The Book of Change,EileenChang,https://book.douban.com/subject/4303210/
凝视张爱玲,罗玛,https://book.douban.com/subject/1004307/
青春万岁,王蒙,https://book.douban.com/subject/3796251/
且行且歌,林语堂,https://book.douban.com/subject/5377301/
张爱玲传：也孤独，也灿烂,凯瑟玲,https://book.douban.com/subject/30401389/
中國知青半個世紀的血淚史(四),自由兄弟,https://book.douban.com/subject/26635492/
《海上花列传》今译与翻译研究,陈吉荣,https://book.douban.com/subject/24381545/
我心灵的觉醒,梁晓声,https://book.douban.com/subject/34802911/
蚤满华袍,伊北,https://book.douban.com/subject/25841162/
上海两才女(张爱玲 苏青小说精粹),沈小兰等编,https://book.douban.com/subject/1124843/
華麗緣,張愛玲,https://book.douban.com/subject/4720640/
今日菖蒲花,戴文采,https://book.douban.com/subject/24749693/
羊的门,李佩甫,https://book.douban.com/subject/4006109/
沉香谭屑,陈子善,https://book.douban.com/subject/10545400/
少帥（張愛玲典藏）,張愛玲,https://book.douban.com/subject/25994923/
她從海上來－張愛玲傳奇,王蕙玲,https://book.douban.com/subject/1368593/
民国三才女,吴家凡,https://book.douban.com/subject/1147084/
年月日·朝着东南走·横活,阎连科,https://book.douban.com/subject/25733154/
须兰小说选,须兰,https://book.douban.com/subject/1440035/
中国当代先锋文学思潮论（修订版）,张清华,https://book.douban.com/subject/25755528/
新訂集評石頭記,（清）曹雪芹著,https://book.douban.com/subject/25829820/
左耳,饶雪漫,https://book.douban.com/subject/26373587/
碗,金宇澄,https://book.douban.com/subject/30255671/
冬天的童话,遇罗锦,https://book.douban.com/subject/1927717/
花腔,李洱,https://book.douban.com/subject/1041843/
以读攻读,但汉松,https://book.douban.com/subject/27118397/
年月日,阎连科,https://book.douban.com/subject/1006691/
飞行酿酒师,铁凝,https://book.douban.com/subject/27108703/
命若琴弦,史铁生,https://book.douban.com/subject/1136988/
中国当代文学发展史,程光炜,https://book.douban.com/subject/6966034/
三城记,张柠,https://book.douban.com/subject/30434474/
驯子记,苏童,https://book.douban.com/subject/1010607/
日光流年,阎连科,https://book.douban.com/subject/1146304/
东岸纪事,夏商,https://book.douban.com/subject/26803170/
群山之巅,迟子建,https://book.douban.com/subject/26284529/
月光斩,莫言,https://book.douban.com/subject/1489818/
时代的低语,傅小平,https://book.douban.com/subject/34950812/
花腔,李洱,https://book.douban.com/subject/1011911/
艳阳天（全三册）,浩然,https://book.douban.com/subject/1223754/
爸爸爸,韩少功,https://book.douban.com/subject/1027989/
残雪自选集,残雪,https://book.douban.com/subject/1071958/
他的国,韩寒,https://book.douban.com/subject/25941125/
班主任,刘心武,https://book.douban.com/subject/5348123/
La Cangue d'Or,EileenChang,https://book.douban.com/subject/2155774/
流动的盛宴,[美]海明威,https://book.douban.com/subject/30333515/
上海两才女,张爱玲,https://book.douban.com/subject/1122083/
少年巴比伦,路内,https://book.douban.com/subject/34438690/
没有一条道路是重复的,余华,https://book.douban.com/subject/1063418/
芙蓉镇,古华,https://book.douban.com/subject/26352075/
结婚十年,苏青,https://book.douban.com/subject/1093589/
出家,张忌,https://book.douban.com/subject/26853566/
论自由,[英]约翰·密尔,https://book.douban.com/subject/2030902/
一两江湖之红线引,一两,https://book.douban.com/subject/30259665/
现实一种,余华,https://book.douban.com/subject/1071921/
比海更深,罗拉拉,https://book.douban.com/subject/33442555/
对一只乌鸦的命名,于坚,https://book.douban.com/subject/2993808/
良霞,李凤群,https://book.douban.com/subject/30297741/
Zhang Ailing lun shu,XingqianLin,https://book.douban.com/subject/2209209/
万历十五年,[美]黄仁宇,https://book.douban.com/subject/1041482/
小姐你早,池莉,https://book.douban.com/subject/1201830/
山河入梦,格非,https://book.douban.com/subject/10578511/
神鞭,冯骥才,https://book.douban.com/subject/1608633/
红树林,莫言,https://book.douban.com/subject/1436575/
过把瘾就死,王朔,https://book.douban.com/subject/1207819/
傾城之戀,張愛玲,https://book.douban.com/subject/3757495/
我叫刘跃进,刘震云,https://book.douban.com/subject/6793576/
一地鸡毛,刘震云,https://book.douban.com/subject/6793573/
浮躁,贾平凹,https://book.douban.com/subject/1018178/
艺伎回忆录,[美]阿瑟·高顿,https://book.douban.com/subject/30296433/
云破处,池莉,https://book.douban.com/subject/1280291/
小鲍庄,王安忆,https://book.douban.com/subject/1068866/
丑陋的中国人,柏杨,https://book.douban.com/subject/26685239/
惠比寿花园广场,黑孩,https://book.douban.com/subject/34950905/
中国当代文学,樊星,https://book.douban.com/subject/4745151/
彼此,金仁顺,https://book.douban.com/subject/3714678/
青铜时代,王小波,https://book.douban.com/subject/26848841/
花凋,张爱玲,https://book.douban.com/subject/2010279/
雷峰塔,张爱玲,https://book.douban.com/subject/6041632/
雷峰塔,张爱玲,https://book.douban.com/subject/5501815/
你在天堂里遇见的五个人,[美]米奇·阿尔博姆,https://book.douban.com/subject/2193877/
色，戒,張愛玲,https://book.douban.com/subject/4882039/
我与地坛,史铁生,https://book.douban.com/subject/3270617/
傾城之戀,張愛玲,https://book.douban.com/subject/4882037/
山河歲月,胡蘭成,https://book.douban.com/subject/1362556/
尋覓張愛玲,吳邦謀編著,https://book.douban.com/subject/35114071/
云集,止庵,https://book.douban.com/subject/34954323/
色，戒,張愛玲,https://book.douban.com/subject/2251693/
额尔古纳河右岸,迟子建,https://book.douban.com/subject/25866532/
同學少年都不賤,張愛玲,https://book.douban.com/subject/1361121/
張愛玲學校,聯合文學（主編）,https://book.douban.com/subject/6852645/
The Rice Sprout Song,EileenChang,https://book.douban.com/subject/1843934/
张爱玲文集,张爱玲,https://book.douban.com/subject/1036095/
Animal Farm,[英]乔治·奥威尔,https://book.douban.com/subject/2024548/
张爱玲作品集,张爱玲,https://book.douban.com/subject/30437691/
Written on Water,EileenChang,https://book.douban.com/subject/1779447/
深艳：艺术的张爱玲,王一心,https://book.douban.com/subject/30236889/
张爱玲未完,于青,https://book.douban.com/subject/6114470/
倾城之恋(新) (精装),张明,https://book.douban.com/subject/2012465/
一路向西：东西方3000年,[日]陈舜臣,https://book.douban.com/subject/35091212/
童言无忌,张爱玲,https://book.douban.com/subject/3311513/
到底是上海人,张爱玲原著,https://book.douban.com/subject/3025546/
耳光响亮,东西,https://book.douban.com/subject/6981820/
World in the Evening,ChristopherIsherwood,https://book.douban.com/subject/4030767/
花街九故事,徐则臣,https://book.douban.com/subject/30245828/
上海才子,淳子,https://book.douban.com/subject/4937345/
张爱玲人生小品,张爱玲,https://book.douban.com/subject/3001244/
亲亲土豆,迟子建,https://book.douban.com/subject/6953464/
林斤澜小说经典,林斤澜,https://book.douban.com/subject/1444078/
腐了败了,李唯,https://book.douban.com/subject/24732491/
张爱玲传,文君,https://book.douban.com/subject/6890837/
笑的风,王蒙,https://book.douban.com/subject/35000718/
"情若入画,便是桃花",易丹,https://book.douban.com/subject/24323298/
重访边城,张爱玲,https://book.douban.com/subject/34442201/
老无所依,[美]科马克·麦卡锡,https://book.douban.com/subject/35093992/
白云剪裁的衣服,毕淑敏,https://book.douban.com/subject/35068996/
“左翼文学”研究读本,徐志伟,https://book.douban.com/subject/27101591/
解读张爱玲经典,王光东,https://book.douban.com/subject/1320234/
与往事干杯,陈染,https://book.douban.com/subject/1647540/
问题与方法,洪子诚,https://book.douban.com/subject/4187231/
你因灵魂被爱,闫红,https://book.douban.com/subject/26043805/
张爱玲传,西岭雪,https://book.douban.com/subject/3717250/
花凋/现代小说经典丛书,张爱玲,https://book.douban.com/subject/2010280/
张爱玲与苏青,无,https://book.douban.com/subject/2039972/
倾城之恋,张狂改编.孙萌绘,https://book.douban.com/subject/1319357/
The Rouge of the North,EileenChang,https://book.douban.com/subject/1868075/
上海张爱玲文学地图,淳子,https://book.douban.com/subject/34442054/
今生此時 今世此地,古蒼梧,https://book.douban.com/subject/1291217/
涂自强的个人悲伤,方方,https://book.douban.com/subject/24533414/
苍凉与世故,李欧梵,https://book.douban.com/subject/4313679/
张爱玲文萃,张爱玲,https://book.douban.com/subject/1126150/
汪曾祺小说经典,汪曾祺,https://book.douban.com/subject/1444077/
众妙之门,陈晓明,https://book.douban.com/subject/26855623/
我的诗篇,秦晓宇,https://book.douban.com/subject/26600276/
中国现代四大才女散文全集,张爱玲,https://book.douban.com/subject/1007789/
红楼梦魇,张爱玲,https://book.douban.com/subject/33379245/
张爱玲传,于青,https://book.douban.com/subject/1118844/
无双的自我,祝宇红,https://book.douban.com/subject/30198346/
那时烟花,西岭雪,https://book.douban.com/subject/1281512/
额尔古纳河右岸,迟子建,https://book.douban.com/subject/5344534/
最后一炉香,于青,https://book.douban.com/subject/1095140/
长安乱,韩寒,https://book.douban.com/subject/3279273/
汪曾祺与《沙家浜》,陆建华,https://book.douban.com/subject/26582084/
临水照花人,魏可风,https://book.douban.com/subject/20271883/
海上花落,張愛玲,https://book.douban.com/subject/4106378/
白鹿原,陈忠实,https://book.douban.com/subject/25899941/
紅樓夢魘,張愛玲,https://book.douban.com/subject/4832910/
最慢的是活着,乔叶,https://book.douban.com/subject/4109197/
烦恼人生,池莉,https://book.douban.com/subject/5397761/
血色黄昏,老鬼,https://book.douban.com/subject/1316684/
生活秀,池莉,https://book.douban.com/subject/1883402/
农民说理的世界,李国华,https://book.douban.com/subject/26795119/
朦胧诗选,阎月君等编著,https://book.douban.com/subject/1794267/
海上花开,[清]韩子云原著,https://book.douban.com/subject/1546546/
对照记,张爱玲,https://book.douban.com/subject/1082160/
长镜头下的张爱玲,苏伟贞,https://book.douban.com/subject/11614119/
林海雪原,曲波,https://book.douban.com/subject/1962875/
考工记,王安忆,https://book.douban.com/subject/30291945/
一切皆有可能,[美]伊丽莎白·斯特劳特,https://book.douban.com/subject/34445801/
爱玲说,刘绍铭,https://book.douban.com/subject/26708725/
雨天的棉花糖,毕飞宇,https://book.douban.com/subject/3561770/
黄金时代,王小波,https://book.douban.com/subject/26968988/
